ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_nodes,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpus,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-used_gpu_milli,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-total_gpus,ow_cpu200-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_e093-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-arrived_gpu_milli
363,814,643470,6212,643470
363,814,643940,6212,643940
363,814,644310,6212,644310
364,816,645310,6212,645310
364,816,645310,6212,645310
364,816,646310,6212,646310
365,818,647310,6212,647310
365,818,647780,6212,647780
365,818,647780,6212,647780
366,820,648430,6212,648430
366,820,649430,6212,649430
367,822,650430,6212,650430
367,822,650900,6212,650900
367,822,651220,6212,651220
367,822,651380,6212,651380
367,822,651380,6212,651380
367,822,651380,6212,651380
367,822,652380,6212,652380
368,824,652850,6212,652850
368,824,653850,6212,653850
368,824,654170,6212,654170
368,824,654640,6212,654640
368,824,654640,6212,654640
369,826,655640,6212,655640
369,826,656640,6212,656640
370,828,657290,6212,657290
370,828,658290,6212,658290
371,830,659100,6212,659100
371,830,660100,6212,660100
372,832,661100,6212,661100
372,832,661100,6212,661100
373,840,669100,6212,669100
373,840,670100,6212,670100
374,842,671100,6212,671100
374,842,671330,6212,671330
374,842,672330,6212,672330
374,842,672330,6212,672330
375,844,673330,6212,673330
375,844,674140,6212,674140
376,846,675140,6212,675140
376,846,676140,6212,676140
377,848,676610,6212,676610
377,848,676610,6212,676610
377,848,676610,6212,676610
377,848,677080,6212,677080
377,848,678080,6212,678080
378,850,679080,6212,679080
378,850,679080,6212,679080
378,850,680080,6212,680080
378,850,680080,6212,680080
379,852,680730,6212,680730
379,852,681730,6212,681730
380,854,682730,6212,682730
380,854,683730,6212,683730
381,856,684200,6212,684200
381,856,685200,6212,685200
382,858,686200,6212,686200
382,858,687200,6212,687200
382,858,687200,6212,687200
383,860,688200,6212,688200
383,860,688670,6212,688670
383,860,688670,6212,688670
383,860,689670,6212,689670
384,862,690140,6212,690140
384,862,690950,6212,690950
384,862,691110,6212,691110
384,862,691110,6212,691110
385,864,692110,6212,692110
385,864,693110,6212,693110
386,866,693920,6212,693920
386,866,694570,6212,694570
387,868,695570,6212,695570
387,868,696570,6212,696570
388,870,697570,6212,697570
388,870,697570,6212,697570
388,870,698570,6212,698570
389,872,699570,6212,699570
389,872,699570,6212,699570
389,872,700570,6212,700570
389,872,700570,6212,700570
390,874,701570,6212,701570
390,874,702570,6212,702570
391,876,703380,6212,703380
391,876,703380,6212,703380
391,876,704190,6212,704190
392,878,705000,6212,705000
392,878,705160,6212,705160
392,878,705630,6212,705630
392,878,706630,6212,706630
393,880,707630,6212,707630
393,880,708180,6212,708180
394,882,709180,6212,709180
394,882,709180,6212,709180
394,882,709990,6212,709990
395,884,710990,6212,710990
395,884,711800,6212,711800
396,886,712270,6212,712270
396,886,713270,6212,713270
397,888,714270,6212,714270
397,888,715270,6212,715270
398,890,716270,6212,716270
398,890,716740,6212,716740
398,890,717740,6212,717740
399,892,718740,6212,718740
399,892,718740,6212,718740
399,892,718740,6212,718740
399,892,719740,6212,719740
400,894,720210,6212,720210
400,894,721210,6212,721210
401,896,722210,6212,722210
401,896,722210,6212,722210
401,896,723210,6212,723210
402,898,723860,6212,723860
403,906,731860,6212,731860
403,906,732860,6212,732860
404,908,733860,6212,733860
404,908,734020,6212,734020
404,908,735020,6212,735020
405,910,736020,6212,736020
405,910,736390,6212,736390
405,910,737390,6212,737390
405,910,737390,6212,737390
406,912,738390,6212,738390
406,912,739200,6212,739200
406,912,739520,6212,739520
406,912,739840,6212,739840
407,914,740840,6212,740840
407,914,740840,6212,740840
407,914,741840,6212,741840
408,916,742840,6212,742840
408,916,743650,6212,743650
408,916,743650,6212,743650
408,916,743650,6212,743650
409,918,744460,6212,744460
409,918,745110,6212,745110
410,920,746110,6212,746110
410,920,746920,6212,746920
410,920,746920,6212,746920
411,922,747510,6212,747510
411,922,747510,6212,747510
411,922,747830,6212,747830
411,922,748480,6212,748480
411,922,748480,6212,748480
411,922,748800,6212,748800
412,924,749800,6212,749800
412,924,750800,6212,750800
412,924,751270,6212,751270
413,926,752080,6212,752080
413,926,752890,6212,752890
414,928,753480,6212,753480
414,928,754480,6212,754480
414,928,754480,6212,754480
414,928,754850,6212,754850
415,930,755850,6212,755850
415,930,756320,6212,756320
415,930,756320,6212,756320
415,930,756800,6212,756800
415,930,756800,6212,756800
416,932,757260,6212,757260
416,932,757740,6212,757740
416,932,758740,6212,758740
417,934,759210,6212,759210
417,934,759680,6212,759680
417,934,760140,6212,760140
417,934,760460,6212,760460
417,934,760460,6212,760460
418,936,761460,6212,761460
418,936,762460,6212,762460
418,936,762460,6212,762460
418,936,762460,6212,762460
418,936,762460,6212,762460
418,936,762460,6212,762460
418,936,762460,6212,762460
419,938,763460,6212,763460
419,938,763930,6212,763930
419,938,763930,6212,763930
419,938,764930,6212,764930
420,940,765930,6212,765930
420,940,766300,6212,766300
420,940,766620,6212,766620
420,940,767620,6212,767620
420,940,767620,6212,767620
420,940,767620,6212,767620
421,942,768430,6212,768430
421,942,768800,6212,768800
421,942,768800,6212,768800
422,944,769800,6212,769800
422,944,769800,6212,769800
422,944,770800,6212,770800
422,944,771260,6212,771260
423,946,772260,6212,772260
423,946,772260,6212,772260
423,946,772910,6212,772910
424,948,773910,6212,773910
424,948,774720,6212,774720
424,948,774720,6212,774720
424,948,774720,6212,774720
425,950,775720,6212,775720
425,950,776720,6212,776720
426,952,777720,6212,777720
426,952,778040,6212,778040
426,952,778040,6212,778040
426,952,778630,6212,778630
427,954,779630,6212,779630
427,954,780630,6212,780630
427,954,780950,6212,780950
428,956,781950,6212,781950
428,956,782950,6212,782950
429,958,783950,6212,783950
429,958,784950,6212,784950
430,960,785420,6212,785420
430,960,785420,6212,785420
430,960,786230,6212,786230
431,962,787040,6212,787040
431,962,787040,6212,787040
431,962,787040,6212,787040
431,962,787510,6212,787510
431,962,787510,6212,787510
431,962,788510,6212,788510
432,964,789510,6212,789510
432,964,789510,6212,789510
432,964,789510,6212,789510
432,964,790320,6212,790320
433,966,791320,6212,791320
433,966,791550,6212,791550
433,966,792020,6212,792020
434,968,793020,6212,793020
434,968,793020,6212,793020
434,968,793020,6212,793020
434,968,793340,6212,793340
434,968,794340,6212,794340
435,970,795340,6212,795340
435,970,796340,6212,796340
436,972,796990,6212,796990
436,972,797800,6212,797800
436,972,797800,6212,797800
437,974,798800,6212,798800
437,974,799610,6212,799610
438,976,800610,6212,800610
438,976,801610,6212,801610
438,976,801610,6212,801610
439,978,802610,6212,802610
439,978,803610,6212,803610
440,980,804610,6212,804610
440,980,805420,6212,805420
441,982,806420,6212,806420
441,982,807420,6212,807420
441,982,807420,6212,807420
442,984,808420,6212,808420
442,984,808890,6212,808890
442,984,808890,6212,808890
443,986,809890,6212,809890
443,986,810360,6212,810360
443,986,810830,6212,810830
444,988,811830,6212,811830
444,988,811830,6212,811830
444,988,812830,6212,812830
444,988,812830,6212,812830
445,990,813640,6212,813640
445,990,813960,6212,813960
445,990,814190,6212,814190
445,990,815190,6212,815190
446,992,815510,6212,815510
446,992,816510,6212,816510
446,992,817060,6212,817060
447,994,818060,6212,818060
447,994,818060,6212,818060
447,994,818220,6212,818220
447,994,819220,6212,819220
448,996,820220,6212,820220
448,996,821220,6212,821220
448,996,821220,6212,821220
448,996,821540,6212,821540
449,998,822540,6212,822540
449,998,823540,6212,823540
450,1000,824010,6212,824010
450,1000,825010,6212,825010
451,1002,826010,6212,826010
451,1002,827010,6212,827010
452,1004,828010,6212,828010
452,1004,828660,6212,828660
453,1006,829660,6212,829660
453,1006,829980,6212,829980
453,1006,830980,6212,830980
453,1006,830980,6212,830980
454,1008,831980,6212,831980
454,1008,831980,6212,831980
454,1008,832450,6212,832450
454,1008,833450,6212,833450
454,1008,833450,6212,833450
455,1010,834450,6212,834450
455,1010,834930,6212,834930
455,1010,835400,6212,835400
456,1012,836400,6212,836400
456,1012,837400,6212,837400
457,1014,838400,6212,838400
457,1014,838560,6212,838560
457,1014,839030,6212,839030
457,1014,839030,6212,839030
458,1016,839680,6212,839680
458,1016,840150,6212,840150
458,1016,841150,6212,841150
458,1016,841150,6212,841150
458,1016,841150,6212,841150
459,1018,842150,6212,842150
459,1018,843150,6212,843150
460,1020,844150,6212,844150
460,1020,845150,6212,845150
460,1020,845150,6212,845150
461,1022,846150,6212,846150
461,1022,847150,6212,847150
462,1024,847620,6212,847620
462,1024,847620,6212,847620
462,1024,848620,6212,848620
463,1026,849620,6212,849620
463,1026,849620,6212,849620
463,1026,850430,6212,850430
464,1028,851020,6212,851020
464,1028,852020,6212,852020
465,1030,853020,6212,853020
465,1030,853570,6212,853570
466,1032,854380,6212,854380
466,1032,854380,6212,854380
466,1032,855380,6212,855380
467,1034,856380,6212,856380
467,1034,857380,6212,857380
468,1036,858380,6212,858380
468,1036,859380,6212,859380
469,1038,860190,6212,860190
469,1038,861190,6212,861190
470,1040,862190,6212,862190
470,1040,863000,6212,863000
470,1040,863470,6212,863470
470,1040,863470,6212,863470
470,1040,863470,6212,863470
471,1042,863940,6212,863940
471,1042,864940,6212,864940
472,1044,865940,6212,865940
472,1044,865940,6212,865940
472,1044,865940,6212,865940
472,1044,866410,6212,866410
472,1044,867410,6212,867410
473,1046,868060,6212,868060
473,1046,868870,6212,868870
473,1046,868870,6212,868870
474,1048,869870,6212,869870
474,1048,870870,6212,870870
474,1048,871190,6212,871190
474,1048,871190,6212,871190
475,1050,872190,6212,872190
476,1054,876190,6212,876190
476,1054,876190,6212,876190
476,1054,876660,6212,876660
476,1054,876660,6212,876660
477,1056,877660,6212,877660
477,1056,877990,6212,877990
477,1056,878220,6212,878220
477,1056,879220,6212,879220
477,1056,879220,6212,879220
477,1056,879220,6212,879220
478,1058,879690,6212,879690
478,1058,880690,6212,880690
478,1058,881160,6212,881160
479,1060,882160,6212,882160
479,1060,882630,6212,882630
480,1062,883440,6212,883440
480,1062,884440,6212,884440
480,1062,884440,6212,884440
481,1064,885250,6212,885250
481,1064,885250,6212,885250
481,1064,886060,6212,886060
482,1066,886870,6212,886870
482,1066,887680,6212,887680
483,1068,888680,6212,888680
483,1068,889680,6212,889680
484,1070,890680,6212,890680
484,1070,891680,6212,891680
484,1070,891680,6212,891680
484,1070,892150,6212,892150
484,1070,892150,6212,892150
484,1070,892150,6212,892150
485,1072,893150,6212,893150
485,1072,893150,6212,893150
485,1072,893150,6212,893150
485,1072,893150,6212,893150
485,1072,893620,6212,893620
486,1074,894430,6212,894430
486,1074,894430,6212,894430
486,1074,895430,6212,895430
487,1076,896430,6212,896430
487,1076,896430,6212,896430
487,1076,897430,6212,897430
488,1078,898430,6212,898430
488,1078,898660,6212,898660
488,1078,899660,6212,899660
489,1080,900660,6212,900660
489,1080,900660,6212,900660
489,1080,901470,6212,901470
489,1080,901470,6212,901470
490,1082,902470,6212,902470
490,1082,902470,6212,902470
490,1082,902470,6212,902470
490,1082,903470,6212,903470
490,1082,903470,6212,903470
491,1084,904470,6212,904470
491,1084,905280,6212,905280
492,1086,906280,6212,906280
492,1086,906650,6212,906650
492,1086,906650,6212,906650
492,1086,907460,6212,907460
492,1086,907460,6212,907460
493,1088,907930,6212,907930
493,1088,908400,6212,908400
493,1088,908400,6212,908400
493,1088,909400,6212,909400
493,1088,909510,6212,909510
494,1090,910510,6212,910510
494,1090,910510,6212,910510
494,1090,910740,6212,910740
494,1090,911060,6212,911060
494,1090,911530,6212,911530
494,1090,911530,6212,911530
495,1092,912530,6212,912530
495,1092,913180,6212,913180
496,1094,914180,6212,914180
496,1094,914990,6212,914990
496,1094,914990,6212,914990
496,1094,914990,6212,914990
496,1094,915360,6212,915360
497,1096,916360,6212,916360
497,1096,916830,6212,916830
498,1098,917830,6212,917830
498,1098,918830,6212,918830
498,1098,919290,6212,919290
499,1100,919940,6212,919940
499,1100,919940,6212,919940
499,1100,920290,6212,920290
499,1100,921100,6212,921100
499,1100,921100,6212,921100
500,1102,922100,6212,922100
500,1102,922100,6212,922100
500,1102,923100,6212,923100
501,1104,924100,6212,924100
501,1104,925100,6212,925100
502,1106,925910,6212,925910
502,1106,926370,6212,926370
502,1106,926810,6212,926810
503,1108,927810,6212,927810
503,1108,928620,6212,928620
504,1110,929620,6212,929620
504,1110,929620,6212,929620
504,1110,930620,6212,930620
505,1112,931210,6212,931210
505,1112,932210,6212,932210
506,1114,933210,6212,933210
506,1114,934210,6212,934210
507,1116,935210,6212,935210
507,1116,936210,6212,936210
508,1118,937210,6212,937210
508,1118,937680,6212,937680
509,1120,938490,6212,938490
509,1120,938960,6212,938960
509,1120,939960,6212,939960
510,1122,940960,6212,940960
510,1122,941960,6212,941960
511,1124,942420,6212,942420
511,1124,943420,6212,943420
512,1126,944420,6212,944420
512,1126,944420,6212,944420
512,1126,944420,6212,944420
512,1126,945420,6212,945420
513,1128,946420,6212,946420
513,1128,947420,6212,947420
513,1128,947790,6212,947790
514,1130,948790,6212,948790
514,1130,949790,6212,949790
515,1132,950790,6212,950790
515,1132,951790,6212,951790
516,1134,952790,6212,952790
516,1134,953790,6212,953790
517,1136,954790,6212,954790
517,1136,955790,6212,955790
518,1138,956790,6212,956790
519,1146,964790,6212,964790
519,1146,965790,6212,965790
519,1146,965950,6212,965950
520,1148,966760,6212,966760
520,1148,967410,6212,967410
520,1148,967410,6212,967410
520,1148,967730,6212,967730
520,1148,967730,6212,967730
521,1150,968730,6212,968730
521,1150,969200,6212,969200
521,1150,969200,6212,969200
522,1152,970200,6212,970200
522,1152,970200,6212,970200
522,1152,971200,6212,971200
522,1152,971200,6212,971200
523,1154,972200,6212,972200
523,1154,972200,6212,972200
523,1154,972790,6212,972790
524,1156,973790,6212,973790
524,1156,973790,6212,973790
524,1156,974250,6212,974250
524,1156,975250,6212,975250
525,1158,976250,6212,976250
525,1158,977250,6212,977250
525,1158,977250,6212,977250
526,1160,978250,6212,978250
526,1160,979250,6212,979250
527,1162,979720,6212,979720
527,1162,980720,6212,980720
528,1164,981720,6212,981720
528,1164,982720,6212,982720
529,1166,983720,6212,983720
529,1166,984040,6212,984040
529,1166,984270,6212,984270
529,1166,985270,6212,985270
530,1168,986270,6212,986270
530,1168,986590,6212,986590
530,1168,987400,6212,987400
531,1170,988210,6212,988210
531,1170,988210,6212,988210
531,1170,989210,6212,989210
532,1172,990210,6212,990210
532,1172,990680,6212,990680
533,1174,991680,6212,991680
533,1174,991680,6212,991680
533,1174,992680,6212,992680
534,1176,993680,6212,993680
534,1176,993680,6212,993680
534,1176,994680,6212,994680
535,1178,995490,6212,995490
535,1178,996490,6212,996490
536,1180,997300,6212,997300
536,1180,998300,6212,998300
537,1182,999300,6212,999300
537,1182,1000110,6212,1000110
537,1182,1000110,6212,1000110
537,1182,1000340,6212,1000340
538,1184,1001340,6212,1001340
538,1184,1002340,6212,1002340
539,1186,1002810,6212,1002810
539,1186,1002810,6212,1002810
539,1186,1003810,6212,1003810
539,1186,1004270,6212,1004270
539,1186,1004270,6212,1004270
540,1188,1005270,6212,1005270
540,1188,1006270,6212,1006270
541,1190,1006920,6212,1006920
541,1190,1007920,6212,1007920
541,1190,1007920,6212,1007920
542,1192,1008730,6212,1008730
542,1192,1009730,6212,1009730
542,1192,1009730,6212,1009730
542,1192,1009730,6212,1009730
543,1194,1010730,6212,1010730
543,1194,1010730,6212,1010730
543,1194,1011730,6212,1011730
544,1196,1012730,6212,1012730
544,1196,1012730,6212,1012730
544,1196,1013200,6212,1013200
545,1198,1014010,6212,1014010
545,1198,1014010,6212,1014010
545,1198,1014820,6212,1014820
545,1198,1014820,6212,1014820
546,1200,1015820,6212,1015820
546,1200,1016410,6212,1016410
547,1202,1017410,6212,1017410
547,1202,1017640,6212,1017640
547,1202,1018640,6212,1018640
548,1204,1019450,6212,1019450
548,1204,1020260,6212,1020260
549,1206,1021260,6212,1021260
549,1206,1021730,6212,1021730
549,1206,1022540,6212,1022540
549,1206,1022540,6212,1022540
550,1208,1023540,6212,1023540
550,1208,1024540,6212,1024540
551,1210,1025540,6212,1025540
551,1210,1026540,6212,1026540
552,1212,1027350,6212,1027350
552,1212,1027350,6212,1027350
552,1212,1028350,6212,1028350
553,1214,1029350,6212,1029350
553,1214,1030350,6212,1030350
554,1216,1030810,6212,1030810
554,1216,1031810,6212,1031810
555,1218,1032810,6212,1032810
555,1218,1033620,6212,1033620
555,1218,1033620,6212,1033620
556,1220,1034620,6212,1034620
556,1220,1035620,6212,1035620
557,1222,1036620,6212,1036620
557,1222,1037090,6212,1037090
558,1230,1045090,6212,1045090
558,1230,1045680,6212,1045680
559,1232,1046150,6212,1046150
559,1232,1046150,6212,1046150
559,1232,1046610,6212,1046610
559,1232,1047420,6212,1047420
559,1232,1047650,6212,1047650
559,1232,1047650,6212,1047650
560,1234,1048650,6212,1048650
560,1234,1048970,6212,1048970
560,1234,1048970,6212,1048970
560,1234,1049970,6212,1049970
561,1236,1050970,6212,1050970
561,1236,1051780,6212,1051780
562,1238,1052780,6212,1052780
562,1238,1053590,6212,1053590
563,1240,1054590,6212,1054590
563,1240,1054820,6212,1054820
563,1240,1055820,6212,1055820
564,1242,1056820,6212,1056820
564,1242,1057290,6212,1057290
565,1244,1058290,6212,1058290
565,1244,1059290,6212,1059290
566,1246,1060100,6212,1060100
566,1246,1061100,6212,1061100
567,1248,1062100,6212,1062100
567,1248,1063100,6212,1063100
567,1248,1063420,6212,1063420
567,1248,1063740,6212,1063740
567,1248,1063740,6212,1063740
567,1248,1063740,6212,1063740
568,1250,1064740,6212,1064740
568,1250,1065390,6212,1065390
568,1250,1065390,6212,1065390
569,1252,1066390,6212,1066390
569,1252,1066850,6212,1066850
570,1254,1067850,6212,1067850
570,1254,1068660,6212,1068660
571,1256,1069660,6212,1069660
571,1256,1070660,6212,1070660
572,1258,1071470,6212,1071470
572,1258,1071470,6212,1071470
572,1258,1072120,6212,1072120
572,1258,1072230,6212,1072230
572,1258,1072710,6212,1072710
572,1258,1072710,6212,1072710
572,1258,1072710,6212,1072710
573,1260,1073710,6212,1073710
573,1260,1074710,6212,1074710
574,1262,1075360,6212,1075360
574,1262,1075830,6212,1075830
574,1262,1076300,6212,1076300
575,1264,1077300,6212,1077300
575,1264,1078300,6212,1078300
575,1264,1078300,6212,1078300
575,1264,1078300,6212,1078300
576,1266,1079300,6212,1079300
576,1266,1080300,6212,1080300
576,1266,1080300,6212,1080300
577,1268,1081300,6212,1081300
577,1268,1081620,6212,1081620
577,1268,1081620,6212,1081620
577,1268,1081950,6212,1081950
577,1268,1082760,6212,1082760
577,1268,1082760,6212,1082760
578,1270,1083230,6212,1083230
578,1270,1084230,6212,1084230
579,1272,1085040,6212,1085040
579,1272,1086040,6212,1086040
579,1272,1086040,6212,1086040
579,1272,1086510,6212,1086510
580,1274,1087100,6212,1087100
580,1274,1088100,6212,1088100
581,1276,1088910,6212,1088910
581,1276,1089910,6212,1089910
582,1278,1090720,6212,1090720
582,1278,1091720,6212,1091720
583,1280,1092720,6212,1092720
583,1280,1093720,6212,1093720
584,1282,1094720,6212,1094720
584,1282,1095530,6212,1095530
585,1284,1096530,6212,1096530
585,1284,1097340,6212,1097340
586,1286,1098340,6212,1098340
586,1286,1099340,6212,1099340
587,1288,1100340,6212,1100340
587,1288,1101340,6212,1101340
588,1290,1101810,6212,1101810
588,1290,1102270,6212,1102270
588,1290,1103270,6212,1103270
589,1291,1104270,6212,1104270
590,1292,1105270,6212,1105270
591,1296,1106270,6212,1106270
591,1296,1106740,6212,1106740
591,1296,1107740,6212,1107740
591,1296,1107900,6212,1107900
591,1296,1108120,6212,1108120
591,1296,1108930,6212,1108930
591,1296,1108930,6212,1108930
592,1300,1109930,6212,1109930
592,1300,1110740,6212,1110740
592,1300,1111740,6212,1111740
592,1300,1111740,6212,1111740
592,1300,1111740,6212,1111740
592,1300,1112060,6212,1112060
592,1300,1112870,6212,1112870
593,1304,1113460,6212,1113460
593,1304,1114270,6212,1114270
593,1304,1115270,6212,1115270
593,1304,1115270,6212,1115270
593,1304,1116270,6212,1116270
594,1308,1117270,6212,1117270
594,1308,1117920,6212,1117920
594,1308,1118920,6212,1118920
594,1308,1119920,6212,1119920
594,1308,1120240,6212,1120240
595,1312,1120710,6212,1120710
595,1312,1121360,6212,1121360
