ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d977-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-id,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d977-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-event,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d977-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-pod_name,ow_gpuspec25-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_d977-policy_BestFit1000desharemd7031-de_share-gs_best-scmd_7031-cum_pod
2161,create,paib-gpu/openb-pod-4608,2081
2162,create,paib-gpu/openb-pod-1123,2082
2163,create,paib-gpu/openb-pod-3197,2083
2164,create,paib-gpu/openb-pod-1760,2084
2165,create,paib-gpu/openb-pod-0662,2085
2166,create,paib-gpu/openb-pod-3071,2086
2167,failed,paib-gpu/openb-pod-0343,2086
2168,create,paib-gpu/openb-pod-5860,2087
2169,create,paib-gpu/openb-pod-1891,2088
2170,create,paib-gpu/openb-pod-6885,2089
2171,create,paib-gpu/openb-pod-6940,2090
2172,create,paib-gpu/openb-pod-3976,2091
2173,create,paib-gpu/openb-pod-2888,2092
2174,create,paib-gpu/openb-pod-4657,2093
2175,create,paib-gpu/openb-pod-4324,2094
2176,create,paib-gpu/openb-pod-4816,2095
2177,create,paib-gpu/openb-pod-2191,2096
2178,create,paib-gpu/openb-pod-6204,2097
2179,failed,paib-gpu/openb-pod-5100,2097
2180,create,paib-gpu/openb-pod-3201,2098
2181,create,paib-gpu/openb-pod-4521,2099
2182,create,paib-gpu/openb-pod-2436,2100
2183,failed,paib-gpu/openb-pod-7604,2100
2184,create,paib-gpu/openb-pod-1902,2101
2185,create,paib-gpu/openb-pod-1351,2102
2186,create,paib-gpu/openb-pod-3493,2103
2187,create,paib-gpu/openb-pod-4342,2104
2188,create,paib-gpu/openb-pod-2325,2105
2189,create,paib-gpu/openb-pod-5962,2106
2190,create,paib-gpu/openb-pod-7413,2107
2191,create,paib-gpu/openb-pod-5679,2108
2192,create,paib-gpu/openb-pod-7470,2109
2193,create,paib-gpu/openb-pod-7209,2110
2194,failed,paib-gpu/openb-pod-0012,2110
2195,create,paib-gpu/openb-pod-4937,2111
2196,failed,paib-gpu/openb-pod-1447,2111
2197,create,paib-gpu/openb-pod-0078,2112
2198,failed,paib-gpu/openb-pod-3113,2112
2199,failed,paib-gpu/openb-pod-2180,2112
2200,create,paib-gpu/openb-pod-7949,2113
2201,create,paib-gpu/openb-pod-2561,2114
2202,create,paib-gpu/openb-pod-0197,2115
2203,create,paib-gpu/openb-pod-5645,2116
2204,create,paib-gpu/openb-pod-4429,2117
2205,create,paib-gpu/openb-pod-7558,2118
2206,failed,paib-gpu/openb-pod-0173,2118
2207,create,paib-gpu/openb-pod-4101,2119
2208,create,paib-gpu/openb-pod-0743,2120
2209,create,paib-gpu/openb-pod-5219,2121
2210,failed,paib-gpu/openb-pod-6777,2121
2211,failed,paib-gpu/openb-pod-4180,2121
2212,create,paib-gpu/openb-pod-3007,2122
2213,create,paib-gpu/openb-pod-4232,2123
2214,create,paib-gpu/openb-pod-0018,2124
2215,create,paib-gpu/openb-pod-6387,2125
2216,create,paib-gpu/openb-pod-3897,2126
2217,create,paib-gpu/openb-pod-2262,2127
2218,create,paib-gpu/openb-pod-5553,2128
2219,create,paib-gpu/openb-pod-4732,2129
2220,failed,paib-gpu/openb-pod-3232,2129
2221,create,paib-gpu/openb-pod-6427,2130
2222,create,paib-gpu/openb-pod-6233,2131
2223,failed,paib-gpu/openb-pod-4610,2131
2224,create,paib-gpu/openb-pod-2627,2132
2225,create,paib-gpu/openb-pod-4565,2133
2226,create,paib-gpu/openb-pod-6721,2134
2227,failed,paib-gpu/openb-pod-5684,2134
2228,create,paib-gpu/openb-pod-3086,2135
2229,create,paib-gpu/openb-pod-4983,2136
2230,create,paib-gpu/openb-pod-4274,2137
2231,create,paib-gpu/openb-pod-5196,2138
2232,failed,paib-gpu/openb-pod-1181,2138
2233,create,paib-gpu/openb-pod-3716,2139
2234,create,paib-gpu/openb-pod-1773,2140
2235,create,paib-gpu/openb-pod-2640,2141
2236,create,paib-gpu/openb-pod-6961,2142
2237,create,paib-gpu/openb-pod-5879,2143
2238,create,paib-gpu/openb-pod-2796,2144
2239,create,paib-gpu/openb-pod-1713,2145
2240,create,paib-gpu/openb-pod-2289,2146
2241,create,paib-gpu/openb-pod-7021,2147
2242,create,paib-gpu/openb-pod-5477,2148
2243,create,paib-gpu/openb-pod-8139,2149
2244,create,paib-gpu/openb-pod-3261,2150
2245,create,paib-gpu/openb-pod-5993,2151
2246,create,paib-gpu/openb-pod-4882,2152
2247,create,paib-gpu/openb-pod-0396,2153
2248,create,paib-gpu/openb-pod-6205,2154
2249,create,paib-gpu/openb-pod-1117,2155
2250,create,paib-gpu/openb-pod-1770,2156
2251,create,paib-gpu/openb-pod-6140,2157
2252,create,paib-gpu/openb-pod-3374,2158
2253,create,paib-gpu/openb-pod-0476,2159
2254,create,paib-gpu/openb-pod-1994,2160
2255,create,paib-gpu/openb-pod-4092,2161
2256,create,paib-gpu/openb-pod-2284,2162
2257,create,paib-gpu/openb-pod-7939,2163
2258,failed,paib-gpu/openb-pod-6508,2163
2259,create,paib-gpu/openb-pod-2434,2164
2260,create,paib-gpu/openb-pod-1525,2165
2261,create,paib-gpu/openb-pod-6446,2166
2262,create,paib-gpu/openb-pod-0884,2167
2263,create,paib-gpu/openb-pod-4837,2168
2264,create,paib-gpu/openb-pod-5701,2169
2265,create,paib-gpu/openb-pod-6043,2170
2266,create,paib-gpu/openb-pod-3413,2171
2267,create,paib-gpu/openb-pod-1753,2172
2268,create,paib-gpu/openb-pod-6561,2173
2269,create,paib-gpu/openb-pod-5745,2174
2270,create,paib-gpu/openb-pod-4798,2175
2271,failed,paib-gpu/openb-pod-7638,2175
2272,create,paib-gpu/openb-pod-0244,2176
2273,create,paib-gpu/openb-pod-0631,2177
2274,create,paib-gpu/openb-pod-2099,2178
2275,create,paib-gpu/openb-pod-1976,2179
2276,create,paib-gpu/openb-pod-6038,2180
2277,create,paib-gpu/openb-pod-0411,2181
2278,create,paib-gpu/openb-pod-8064,2182
2279,create,paib-gpu/openb-pod-6357,2183
2280,create,paib-gpu/openb-pod-5248,2184
2281,create,paib-gpu/openb-pod-1758,2185
2282,create,paib-gpu/openb-pod-3776,2186
2283,create,paib-gpu/openb-pod-3290,2187
2284,create,paib-gpu/openb-pod-5108,2188
2285,create,paib-gpu/openb-pod-3679,2189
2286,failed,paib-gpu/openb-pod-3383,2189
2287,create,paib-gpu/openb-pod-6811,2190
2288,create,paib-gpu/openb-pod-6718,2191
2289,create,paib-gpu/openb-pod-7052,2192
2290,create,paib-gpu/openb-pod-1798,2193
2291,failed,paib-gpu/openb-pod-0053,2193
2292,create,paib-gpu/openb-pod-3378,2194
2293,create,paib-gpu/openb-pod-2750,2195
2294,create,paib-gpu/openb-pod-0186,2196
2295,create,paib-gpu/openb-pod-1747,2197
2296,create,paib-gpu/openb-pod-4716,2198
2297,create,paib-gpu/openb-pod-3904,2199
2298,failed,paib-gpu/openb-pod-1697,2199
2299,create,paib-gpu/openb-pod-5580,2200
2300,create,paib-gpu/openb-pod-2353,2201
2301,create,paib-gpu/openb-pod-0740,2202
2302,create,paib-gpu/openb-pod-0724,2203
2303,create,paib-gpu/openb-pod-2598,2204
2304,create,paib-gpu/openb-pod-4031,2205
2305,create,paib-gpu/openb-pod-1953,2206
2306,create,paib-gpu/openb-pod-6704,2207
2307,create,paib-gpu/openb-pod-5019,2208
2308,create,paib-gpu/openb-pod-6715,2209
2309,create,paib-gpu/openb-pod-6106,2210
2310,create,paib-gpu/openb-pod-2087,2211
2311,create,paib-gpu/openb-pod-5256,2212
2312,create,paib-gpu/openb-pod-3843,2213
2313,create,paib-gpu/openb-pod-3968,2214
2314,create,paib-gpu/openb-pod-6801,2215
2315,failed,paib-gpu/openb-pod-7466,2215
2316,create,paib-gpu/openb-pod-6709,2216
2317,create,paib-gpu/openb-pod-6471,2217
2318,create,paib-gpu/openb-pod-5779,2218
2319,create,paib-gpu/openb-pod-5197,2219
2320,failed,paib-gpu/openb-pod-3982,2219
2321,create,paib-gpu/openb-pod-4885,2220
2322,create,paib-gpu/openb-pod-1832,2221
2323,create,paib-gpu/openb-pod-3611,2222
2324,create,paib-gpu/openb-pod-6220,2223
2325,create,paib-gpu/openb-pod-3555,2224
2326,create,paib-gpu/openb-pod-3650,2225
2327,create,paib-gpu/openb-pod-3190,2226
2328,failed,paib-gpu/openb-pod-0953,2226
2329,create,paib-gpu/openb-pod-1489,2227
2330,create,paib-gpu/openb-pod-2283,2228
2331,create,paib-gpu/openb-pod-0258,2229
2332,create,paib-gpu/openb-pod-0536,2230
2333,create,paib-gpu/openb-pod-3506,2231
2334,create,paib-gpu/openb-pod-4717,2232
2335,create,paib-gpu/openb-pod-7851,2233
2336,create,paib-gpu/openb-pod-6199,2234
2337,create,paib-gpu/openb-pod-2063,2235
2338,create,paib-gpu/openb-pod-2232,2236
2339,create,paib-gpu/openb-pod-6986,2237
2340,create,paib-gpu/openb-pod-4754,2238
2341,create,paib-gpu/openb-pod-2093,2239
2342,create,paib-gpu/openb-pod-6840,2240
2343,create,paib-gpu/openb-pod-0043,2241
2344,create,paib-gpu/openb-pod-0090,2242
2345,create,paib-gpu/openb-pod-1215,2243
2346,create,paib-gpu/openb-pod-4487,2244
2347,create,paib-gpu/openb-pod-2155,2245
2348,create,paib-gpu/openb-pod-2838,2246
2349,failed,paib-gpu/openb-pod-1437,2246
2350,create,paib-gpu/openb-pod-0800,2247
2351,create,paib-gpu/openb-pod-7149,2248
2352,create,paib-gpu/openb-pod-6114,2249
2353,failed,paib-gpu/openb-pod-6051,2249
2354,create,paib-gpu/openb-pod-7015,2250
2355,create,paib-gpu/openb-pod-5802,2251
2356,create,paib-gpu/openb-pod-7841,2252
2357,create,paib-gpu/openb-pod-1186,2253
2358,create,paib-gpu/openb-pod-5466,2254
2359,create,paib-gpu/openb-pod-1924,2255
2360,create,paib-gpu/openb-pod-5930,2256
2361,create,paib-gpu/openb-pod-1654,2257
2362,failed,paib-gpu/openb-pod-7729,2257
2363,create,paib-gpu/openb-pod-4405,2258
2364,create,paib-gpu/openb-pod-5978,2259
2365,failed,paib-gpu/openb-pod-0268,2259
2366,failed,paib-gpu/openb-pod-3249,2259
2367,create,paib-gpu/openb-pod-1528,2260
2368,create,paib-gpu/openb-pod-2020,2261
2369,create,paib-gpu/openb-pod-6280,2262
2370,create,paib-gpu/openb-pod-6001,2263
2371,create,paib-gpu/openb-pod-1421,2264
2372,create,paib-gpu/openb-pod-1064,2265
2373,failed,paib-gpu/openb-pod-1512,2265
2374,create,paib-gpu/openb-pod-0650,2266
2375,create,paib-gpu/openb-pod-2518,2267
2376,create,paib-gpu/openb-pod-4445,2268
2377,create,paib-gpu/openb-pod-6670,2269
2378,create,paib-gpu/openb-pod-5294,2270
2379,create,paib-gpu/openb-pod-7089,2271
2380,create,paib-gpu/openb-pod-2199,2272
2381,create,paib-gpu/openb-pod-2052,2273
2382,create,paib-gpu/openb-pod-1243,2274
2383,create,paib-gpu/openb-pod-7011,2275
2384,create,paib-gpu/openb-pod-7428,2276
2385,create,paib-gpu/openb-pod-2253,2277
2386,create,paib-gpu/openb-pod-1191,2278
2387,create,paib-gpu/openb-pod-2599,2279
2388,create,paib-gpu/openb-pod-1359,2280
2389,create,paib-gpu/openb-pod-0342,2281
2390,create,paib-gpu/openb-pod-2265,2282
2391,create,paib-gpu/openb-pod-5279,2283
2392,create,paib-gpu/openb-pod-7361,2284
2393,create,paib-gpu/openb-pod-5713,2285
2394,create,paib-gpu/openb-pod-3737,2286
2395,create,paib-gpu/openb-pod-5723,2287
2396,create,paib-gpu/openb-pod-2675,2288
2397,create,paib-gpu/openb-pod-8116,2289
2398,failed,paib-gpu/openb-pod-0558,2289
2399,create,paib-gpu/openb-pod-0860,2290
2400,failed,paib-gpu/openb-pod-3377,2290
2401,failed,paib-gpu/openb-pod-0752,2290
2402,create,paib-gpu/openb-pod-7911,2291
2403,create,paib-gpu/openb-pod-0996,2292
2404,create,paib-gpu/openb-pod-5773,2293
2405,create,paib-gpu/openb-pod-5109,2294
2406,create,paib-gpu/openb-pod-6808,2295
2407,create,paib-gpu/openb-pod-2386,2296
2408,create,paib-gpu/openb-pod-5599,2297
2409,create,paib-gpu/openb-pod-5229,2298
2410,failed,paib-gpu/openb-pod-4993,2298
2411,failed,paib-gpu/openb-pod-1281,2298
2412,create,paib-gpu/openb-pod-2209,2299
2413,failed,paib-gpu/openb-pod-4306,2299
2414,create,paib-gpu/openb-pod-4322,2300
2415,create,paib-gpu/openb-pod-0687,2301
2416,create,paib-gpu/openb-pod-3797,2302
2417,create,paib-gpu/openb-pod-4215,2303
2418,create,paib-gpu/openb-pod-4385,2304
2419,create,paib-gpu/openb-pod-7590,2305
2420,failed,paib-gpu/openb-pod-1787,2305
2421,create,paib-gpu/openb-pod-1041,2306
2422,failed,paib-gpu/openb-pod-1029,2306
2423,failed,paib-gpu/openb-pod-1188,2306
2424,create,paib-gpu/openb-pod-2728,2307
2425,create,paib-gpu/openb-pod-5813,2308
2426,create,paib-gpu/openb-pod-2881,2309
2427,create,paib-gpu/openb-pod-2457,2310
2428,create,paib-gpu/openb-pod-2079,2311
2429,create,paib-gpu/openb-pod-5180,2312
2430,create,paib-gpu/openb-pod-0549,2313
2431,create,paib-gpu/openb-pod-5806,2314
2432,create,paib-gpu/openb-pod-7431,2315
2433,create,paib-gpu/openb-pod-6015,2316
2434,create,paib-gpu/openb-pod-0554,2317
2435,create,paib-gpu/openb-pod-4778,2318
2436,create,paib-gpu/openb-pod-0947,2319
2437,create,paib-gpu/openb-pod-4293,2320
2438,create,paib-gpu/openb-pod-4041,2321
2439,create,paib-gpu/openb-pod-1389,2322
2440,failed,paib-gpu/openb-pod-7620,2322
2441,create,paib-gpu/openb-pod-0395,2323
2442,create,paib-gpu/openb-pod-3387,2324
2443,create,paib-gpu/openb-pod-6764,2325
2444,failed,paib-gpu/openb-pod-3760,2325
2445,failed,paib-gpu/openb-pod-6203,2325
2446,create,paib-gpu/openb-pod-3283,2326
2447,create,paib-gpu/openb-pod-1693,2327
2448,create,paib-gpu/openb-pod-4888,2328
2449,create,paib-gpu/openb-pod-4623,2329
2450,create,paib-gpu/openb-pod-1043,2330
2451,create,paib-gpu/openb-pod-7301,2331
2452,create,paib-gpu/openb-pod-3295,2332
2453,create,paib-gpu/openb-pod-1138,2333
2454,failed,paib-gpu/openb-pod-2890,2333
2455,create,paib-gpu/openb-pod-2642,2334
2456,create,paib-gpu/openb-pod-0956,2335
2457,create,paib-gpu/openb-pod-2026,2336
2458,create,paib-gpu/openb-pod-2939,2337
2459,create,paib-gpu/openb-pod-8149,2338
2460,create,paib-gpu/openb-pod-2471,2339
2461,create,paib-gpu/openb-pod-0373,2340
2462,failed,paib-gpu/openb-pod-8057,2340
2463,failed,paib-gpu/openb-pod-6862,2340
2464,create,paib-gpu/openb-pod-7527,2341
2465,create,paib-gpu/openb-pod-3834,2342
2466,create,paib-gpu/openb-pod-5660,2343
2467,failed,paib-gpu/openb-pod-4726,2343
2468,create,paib-gpu/openb-pod-0627,2344
2469,create,paib-gpu/openb-pod-6652,2345
2470,create,paib-gpu/openb-pod-3952,2346
2471,create,paib-gpu/openb-pod-7315,2347
2472,failed,paib-gpu/openb-pod-1863,2347
2473,create,paib-gpu/openb-pod-7770,2348
2474,create,paib-gpu/openb-pod-2879,2349
2475,create,paib-gpu/openb-pod-5935,2350
2476,create,paib-gpu/openb-pod-0181,2351
2477,create,paib-gpu/openb-pod-4408,2352
2478,create,paib-gpu/openb-pod-2608,2353
2479,create,paib-gpu/openb-pod-7299,2354
2480,create,paib-gpu/openb-pod-7689,2355
2481,create,paib-gpu/openb-pod-3438,2356
2482,create,paib-gpu/openb-pod-5809,2357
2483,create,paib-gpu/openb-pod-5272,2358
2484,create,paib-gpu/openb-pod-4299,2359
2485,create,paib-gpu/openb-pod-5341,2360
2486,create,paib-gpu/openb-pod-6628,2361
2487,create,paib-gpu/openb-pod-5776,2362
2488,create,paib-gpu/openb-pod-3053,2363
2489,create,paib-gpu/openb-pod-5735,2364
2490,create,paib-gpu/openb-pod-0686,2365
2491,failed,paib-gpu/openb-pod-6063,2365
2492,create,paib-gpu/openb-pod-4449,2366
2493,create,paib-gpu/openb-pod-1508,2367
2494,create,paib-gpu/openb-pod-7991,2368
2495,create,paib-gpu/openb-pod-2679,2369
2496,create,paib-gpu/openb-pod-1245,2370
2497,create,paib-gpu/openb-pod-4393,2371
2498,create,paib-gpu/openb-pod-3885,2372
2499,create,paib-gpu/openb-pod-0137,2373
2500,create,paib-gpu/openb-pod-1652,2374
2501,create,paib-gpu/openb-pod-7643,2375
2502,create,paib-gpu/openb-pod-2651,2376
2503,create,paib-gpu/openb-pod-4154,2377
2504,create,paib-gpu/openb-pod-1209,2378
2505,create,paib-gpu/openb-pod-3432,2379
2506,create,paib-gpu/openb-pod-6391,2380
2507,create,paib-gpu/openb-pod-4921,2381
2508,failed,paib-gpu/openb-pod-5998,2381
2509,create,paib-gpu/openb-pod-0328,2382
2510,create,paib-gpu/openb-pod-4672,2383
2511,create,paib-gpu/openb-pod-3349,2384
2512,create,paib-gpu/openb-pod-0453,2385
2513,create,paib-gpu/openb-pod-0510,2386
2514,create,paib-gpu/openb-pod-7736,2387
2515,create,paib-gpu/openb-pod-4475,2388
2516,create,paib-gpu/openb-pod-5833,2389
2517,create,paib-gpu/openb-pod-5242,2390
2518,failed,paib-gpu/openb-pod-6835,2390
2519,failed,paib-gpu/openb-pod-4992,2390
2520,failed,paib-gpu/openb-pod-3243,2390
2521,create,paib-gpu/openb-pod-0067,2391
2522,failed,paib-gpu/openb-pod-4009,2391
2523,create,paib-gpu/openb-pod-4640,2392
2524,create,paib-gpu/openb-pod-2858,2393
2525,create,paib-gpu/openb-pod-4688,2394
2526,create,paib-gpu/openb-pod-7260,2395
2527,create,paib-gpu/openb-pod-0346,2396
2528,create,paib-gpu/openb-pod-6620,2397
2529,create,paib-gpu/openb-pod-0383,2398
2530,create,paib-gpu/openb-pod-4611,2399
2531,create,paib-gpu/openb-pod-2072,2400
2532,create,paib-gpu/openb-pod-2981,2401
2533,create,paib-gpu/openb-pod-0643,2402
2534,failed,paib-gpu/openb-pod-4087,2402
2535,create,paib-gpu/openb-pod-5193,2403
2536,create,paib-gpu/openb-pod-7802,2404
2537,create,paib-gpu/openb-pod-2922,2405
2538,create,paib-gpu/openb-pod-3194,2406
2539,create,paib-gpu/openb-pod-7672,2407
2540,failed,paib-gpu/openb-pod-1745,2407
2541,create,paib-gpu/openb-pod-3613,2408
2542,create,paib-gpu/openb-pod-2559,2409
2543,create,paib-gpu/openb-pod-4052,2410
2544,failed,paib-gpu/openb-pod-6157,2410
2545,create,paib-gpu/openb-pod-3618,2411
2546,failed,paib-gpu/openb-pod-2037,2411
2547,create,paib-gpu/openb-pod-3913,2412
2548,create,paib-gpu/openb-pod-3746,2413
2549,create,paib-gpu/openb-pod-4527,2414
2550,create,paib-gpu/openb-pod-2381,2415
2551,create,paib-gpu/openb-pod-2682,2416
2552,create,paib-gpu/openb-pod-7255,2417
2553,failed,paib-gpu/openb-pod-6176,2417
2554,failed,paib-gpu/openb-pod-4004,2417
2555,create,paib-gpu/openb-pod-0298,2418
2556,failed,paib-gpu/openb-pod-4861,2418
2557,create,paib-gpu/openb-pod-4006,2419
2558,create,paib-gpu/openb-pod-4073,2420
2559,create,paib-gpu/openb-pod-2009,2421
2560,create,paib-gpu/openb-pod-3965,2422
2561,create,paib-gpu/openb-pod-6923,2423
2562,create,paib-gpu/openb-pod-7630,2424
2563,create,paib-gpu/openb-pod-0842,2425
2564,create,paib-gpu/openb-pod-4566,2426
2565,create,paib-gpu/openb-pod-1695,2427
2566,create,paib-gpu/openb-pod-0882,2428
2567,create,paib-gpu/openb-pod-4457,2429
2568,create,paib-gpu/openb-pod-4580,2430
2569,failed,paib-gpu/openb-pod-5500,2430
2570,create,paib-gpu/openb-pod-1431,2431
2571,create,paib-gpu/openb-pod-0143,2432
2572,create,paib-gpu/openb-pod-0886,2433
2573,create,paib-gpu/openb-pod-5092,2434
2574,create,paib-gpu/openb-pod-3500,2435
2575,create,paib-gpu/openb-pod-4805,2436
2576,create,paib-gpu/openb-pod-2630,2437
2577,failed,paib-gpu/openb-pod-7936,2437
2578,create,paib-gpu/openb-pod-5568,2438
2579,create,paib-gpu/openb-pod-3594,2439
2580,failed,paib-gpu/openb-pod-5036,2439
2581,create,paib-gpu/openb-pod-7277,2440
2582,create,paib-gpu/openb-pod-5965,2441
2583,create,paib-gpu/openb-pod-3635,2442
2584,create,paib-gpu/openb-pod-5150,2443
2585,create,paib-gpu/openb-pod-7465,2444
2586,create,paib-gpu/openb-pod-4363,2445
2587,create,paib-gpu/openb-pod-6695,2446
2588,create,paib-gpu/openb-pod-4606,2447
2589,create,paib-gpu/openb-pod-4626,2448
2590,create,paib-gpu/openb-pod-2216,2449
2591,failed,paib-gpu/openb-pod-0729,2449
2592,create,paib-gpu/openb-pod-5115,2450
2593,create,paib-gpu/openb-pod-6330,2451
2594,create,paib-gpu/openb-pod-2207,2452
2595,create,paib-gpu/openb-pod-4757,2453
2596,create,paib-gpu/openb-pod-3903,2454
2597,create,paib-gpu/openb-pod-2569,2455
2598,create,paib-gpu/openb-pod-2333,2456
2599,create,paib-gpu/openb-pod-6560,2457
2600,create,paib-gpu/openb-pod-7944,2458
2601,create,paib-gpu/openb-pod-3149,2459
2602,create,paib-gpu/openb-pod-3738,2460
2603,create,paib-gpu/openb-pod-2889,2461
2604,create,paib-gpu/openb-pod-6346,2462
2605,create,paib-gpu/openb-pod-3322,2463
2606,create,paib-gpu/openb-pod-7848,2464
2607,create,paib-gpu/openb-pod-2338,2465
2608,create,paib-gpu/openb-pod-3795,2466
2609,failed,paib-gpu/openb-pod-2005,2466
2610,create,paib-gpu/openb-pod-5871,2467
2611,create,paib-gpu/openb-pod-8107,2468
2612,create,paib-gpu/openb-pod-3291,2469
2613,create,paib-gpu/openb-pod-7263,2470
2614,create,paib-gpu/openb-pod-7599,2471
2615,failed,paib-gpu/openb-pod-6899,2471
2616,create,paib-gpu/openb-pod-2150,2472
2617,failed,paib-gpu/openb-pod-1081,2472
2618,create,paib-gpu/openb-pod-4231,2473
2619,create,paib-gpu/openb-pod-7635,2474
2620,create,paib-gpu/openb-pod-6818,2475
2621,create,paib-gpu/openb-pod-3408,2476
2622,failed,paib-gpu/openb-pod-3975,2476
2623,create,paib-gpu/openb-pod-7110,2477
2624,failed,paib-gpu/openb-pod-2899,2477
2625,create,paib-gpu/openb-pod-4661,2478
2626,create,paib-gpu/openb-pod-3230,2479
2627,create,paib-gpu/openb-pod-5939,2480
2628,create,paib-gpu/openb-pod-6819,2481
2629,create,paib-gpu/openb-pod-4116,2482
2630,create,paib-gpu/openb-pod-7899,2483
2631,create,paib-gpu/openb-pod-5630,2484
2632,create,paib-gpu/openb-pod-7970,2485
2633,create,paib-gpu/openb-pod-2698,2486
2634,create,paib-gpu/openb-pod-1144,2487
2635,create,paib-gpu/openb-pod-1989,2488
2636,failed,paib-gpu/openb-pod-5874,2488
2637,create,paib-gpu/openb-pod-0807,2489
2638,create,paib-gpu/openb-pod-1269,2490
2639,create,paib-gpu/openb-pod-2206,2491
2640,create,paib-gpu/openb-pod-2870,2492
2641,create,paib-gpu/openb-pod-1219,2493
2642,create,paib-gpu/openb-pod-6864,2494
2643,create,paib-gpu/openb-pod-5666,2495
2644,create,paib-gpu/openb-pod-6922,2496
2645,create,paib-gpu/openb-pod-1438,2497
2646,create,paib-gpu/openb-pod-7327,2498
2647,failed,paib-gpu/openb-pod-6824,2498
2648,create,paib-gpu/openb-pod-4734,2499
2649,create,paib-gpu/openb-pod-7631,2500
2650,create,paib-gpu/openb-pod-5401,2501
2651,create,paib-gpu/openb-pod-5245,2502
2652,create,paib-gpu/openb-pod-3213,2503
2653,create,paib-gpu/openb-pod-5849,2504
2654,failed,paib-gpu/openb-pod-6400,2504
2655,create,paib-gpu/openb-pod-4370,2505
2656,create,paib-gpu/openb-pod-0134,2506
2657,create,paib-gpu/openb-pod-4444,2507
2658,create,paib-gpu/openb-pod-0227,2508
2659,failed,paib-gpu/openb-pod-4207,2508
2660,create,paib-gpu/openb-pod-4124,2509
2661,create,paib-gpu/openb-pod-7910,2510
2662,create,paib-gpu/openb-pod-2119,2511
2663,create,paib-gpu/openb-pod-7668,2512
2664,create,paib-gpu/openb-pod-6974,2513
2665,create,paib-gpu/openb-pod-0622,2514
2666,create,paib-gpu/openb-pod-5340,2515
2667,failed,paib-gpu/openb-pod-7676,2515
2668,create,paib-gpu/openb-pod-0949,2516
2669,create,paib-gpu/openb-pod-7613,2517
2670,create,paib-gpu/openb-pod-4281,2518
2671,create,paib-gpu/openb-pod-5791,2519
2672,failed,paib-gpu/openb-pod-1408,2519
2673,create,paib-gpu/openb-pod-7020,2520
2674,create,paib-gpu/openb-pod-5636,2521
2675,create,paib-gpu/openb-pod-2403,2522
2676,create,paib-gpu/openb-pod-6664,2523
2677,create,paib-gpu/openb-pod-6995,2524
2678,create,paib-gpu/openb-pod-3945,2525
2679,create,paib-gpu/openb-pod-4440,2526
2680,failed,paib-gpu/openb-pod-2494,2526
2681,failed,paib-gpu/openb-pod-1174,2526
2682,create,paib-gpu/openb-pod-8095,2527
2683,create,paib-gpu/openb-pod-3088,2528
2684,create,paib-gpu/openb-pod-0068,2529
2685,create,paib-gpu/openb-pod-3280,2530
2686,create,paib-gpu/openb-pod-7031,2531
2687,create,paib-gpu/openb-pod-1575,2532
2688,failed,paib-gpu/openb-pod-6417,2532
2689,create,paib-gpu/openb-pod-0452,2533
2690,create,paib-gpu/openb-pod-3756,2534
