ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ac30-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_nodes,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ac30-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ac30-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-used_gpu_milli,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ac30-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-total_gpus,ow_gpuspec10-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ac30-policy_Random1000desharemd8fc0-de_share-gs_random-scmd_8fc0-arrived_gpu_milli
668,3441,717220,6212,717220
669,3445,718220,6212,718220
670,3453,719030,6212,719030
670,3453,719250,6212,719250
670,3453,719720,6212,719720
670,3453,720270,6212,720270
671,3457,721270,6212,721270
671,3457,722270,6212,722270
671,3457,723270,6212,723270
671,3457,723590,6212,723590
671,3457,723590,6212,723590
672,3465,724590,6212,724590
673,3467,725060,6212,725060
673,3467,725870,6212,725870
673,3467,726870,6212,726870
673,3467,727340,6212,727340
674,3468,728150,6212,728150
674,3468,729150,6212,729150
675,3470,729620,6212,729620
675,3470,730620,6212,730620
675,3470,730780,6212,730780
676,3478,731590,6212,731590
677,3486,732400,6212,732400
678,3494,732400,6212,732400
679,3496,733400,6212,733400
680,3498,734400,6212,734400
681,3500,735400,6212,735400
682,3508,736400,6212,736400
683,3512,737400,6212,737400
683,3512,738400,6212,738400
683,3512,739400,6212,739400
684,3520,740400,6212,740400
684,3520,741210,6212,741210
684,3520,742210,6212,742210
684,3520,743210,6212,743210
684,3520,744210,6212,744210
685,3528,745210,6212,745210
685,3528,746210,6212,746210
685,3528,747210,6212,747210
686,3536,747670,6212,747670
686,3536,748480,6212,748480
686,3536,749480,6212,749480
686,3536,749480,6212,749480
686,3536,750070,6212,750070
686,3536,751070,6212,751070
687,3544,752070,6212,752070
688,3546,753070,6212,753070
688,3546,754070,6212,754070
688,3546,754880,6212,754880
689,3554,755880,6212,755880
690,3556,756530,6212,756530
691,3560,756530,6212,756530
691,3560,757530,6212,757530
691,3560,758340,6212,758340
691,3560,758810,6212,758810
692,3562,759360,6212,759360
693,3564,760170,6212,760170
693,3564,761170,6212,761170
694,3566,762170,6212,762170
694,3566,762980,6212,762980
694,3566,763790,6212,763790
695,3568,764790,6212,764790
695,3568,765790,6212,765790
695,3568,766260,6212,766260
695,3568,766420,6212,766420
695,3568,766890,6212,766890
695,3568,766890,6212,766890
695,3568,766890,6212,766890
695,3568,767700,6212,767700
695,3568,768700,6212,768700
696,3576,769700,6212,769700
697,3584,770700,6212,770700
697,3584,771170,6212,771170
698,3592,771640,6212,771640
698,3592,772640,6212,772640
699,3600,773640,6212,773640
700,3608,774450,6212,774450
700,3608,775450,6212,775450
700,3608,776450,6212,776450
700,3608,777450,6212,777450
700,3608,778260,6212,778260
701,3610,778850,6212,778850
701,3610,779660,6212,779660
702,3618,780660,6212,780660
702,3618,781470,6212,781470
703,3626,781470,6212,781470
703,3626,782280,6212,782280
704,3628,783280,6212,783280
704,3628,784280,6212,784280
705,3630,785090,6212,785090
706,3632,785900,6212,785900
707,3640,786710,6212,786710
708,3648,787520,6212,787520
708,3648,788170,6212,788170
708,3648,789170,6212,789170
708,3648,789170,6212,789170
709,3650,790170,6212,790170
709,3650,790820,6212,790820
710,3652,791280,6212,791280
711,3656,792280,6212,792280
711,3656,793280,6212,793280
711,3656,794280,6212,794280
711,3656,795280,6212,795280
711,3656,795280,6212,795280
712,3664,803280,6212,803280
712,3664,804280,6212,804280
712,3664,805280,6212,805280
712,3664,805750,6212,805750
713,3672,806070,6212,806070
714,3676,806390,6212,806390
715,3684,807200,6212,807200
716,3686,808200,6212,808200
716,3686,809200,6212,809200
716,3686,809200,6212,809200
716,3686,810200,6212,810200
716,3686,811010,6212,811010
716,3686,812010,6212,812010
717,3688,812820,6212,812820
717,3688,813630,6212,813630
717,3688,814440,6212,814440
718,3690,815440,6212,815440
718,3690,816440,6212,816440
718,3690,817440,6212,817440
719,3692,818440,6212,818440
719,3692,819440,6212,819440
720,3700,819910,6212,819910
720,3700,820910,6212,820910
721,3708,821910,6212,821910
722,3710,822910,6212,822910
723,3712,823560,6212,823560
724,3714,824560,6212,824560
724,3714,825560,6212,825560
724,3714,826560,6212,826560
724,3714,826790,6212,826790
725,3718,827440,6212,827440
725,3718,828440,6212,828440
725,3718,829440,6212,829440
725,3718,830440,6212,830440
726,3726,831440,6212,831440
727,3734,832250,6212,832250
727,3734,833250,6212,833250
727,3734,833250,6212,833250
727,3734,834250,6212,834250
727,3734,834720,6212,834720
727,3734,835530,6212,835530
728,3736,835850,6212,835850
728,3736,835850,6212,835850
728,3736,835850,6212,835850
729,3744,836850,6212,836850
729,3744,837070,6212,837070
730,3746,838070,6212,838070
730,3746,838300,6212,838300
730,3746,839110,6212,839110
731,3748,839110,6212,839110
731,3748,840110,6212,840110
731,3748,841110,6212,841110
731,3748,841430,6212,841430
731,3748,842430,6212,842430
731,3748,843430,6212,843430
731,3748,844430,6212,844430
731,3748,845430,6212,845430
732,3756,846240,6212,846240
733,3764,847050,6212,847050
733,3764,847280,6212,847280
733,3764,848280,6212,848280
733,3764,849280,6212,849280
733,3764,850280,6212,850280
733,3764,851280,6212,851280
734,3766,852280,6212,852280
735,3770,853280,6212,853280
736,3772,854280,6212,854280
736,3772,854600,6212,854600
737,3780,855600,6212,855600
738,3781,856600,6212,856600
739,3789,856600,6212,856600
739,3789,857600,6212,857600
739,3789,858600,6212,858600
739,3789,860600,6212,860600
739,3789,860820,6212,860820
739,3789,860820,6212,860820
739,3789,861820,6212,861820
739,3789,862820,6212,862820
739,3789,863820,6212,863820
740,3791,863980,6212,863980
740,3791,863980,6212,863980
740,3791,864980,6212,864980
741,3799,865980,6212,865980
742,3807,866790,6212,866790
742,3807,867790,6212,867790
742,3807,868260,6212,868260
743,3809,868490,6212,868490
743,3809,869300,6212,869300
744,3811,869620,6212,869620
744,3811,870430,6212,870430
745,3813,870750,6212,870750
745,3813,871210,6212,871210
746,3815,872210,6212,872210
746,3815,873210,6212,873210
746,3815,873860,6212,873860
746,3815,874860,6212,874860
746,3815,875860,6212,875860
746,3815,876860,6212,876860
746,3815,877860,6212,877860
747,3823,878860,6212,878860
747,3823,879860,6212,879860
747,3823,880670,6212,880670
747,3823,881480,6212,881480
747,3823,882480,6212,882480
747,3823,883480,6212,883480
748,3827,884480,6212,884480
749,3828,885480,6212,885480
749,3828,886480,6212,886480
750,3830,887480,6212,887480
751,3838,888290,6212,888290
751,3838,889290,6212,889290
752,3840,890290,6212,890290
753,3842,891290,6212,891290
753,3842,892100,6212,892100
753,3842,893100,6212,893100
753,3842,894100,6212,894100
754,3844,894690,6212,894690
754,3844,895690,6212,895690
754,3844,896690,6212,896690
755,3846,897690,6212,897690
755,3846,897690,6212,897690
755,3846,898010,6212,898010
756,3850,898010,6212,898010
757,3858,898010,6212,898010
757,3858,899010,6212,899010
758,3866,899010,6212,899010
758,3866,899820,6212,899820
759,3874,900820,6212,900820
759,3874,900980,6212,900980
760,3882,901790,6212,901790
761,3890,902020,6212,902020
762,3898,902020,6212,902020
762,3898,902830,6212,902830
763,3900,903200,6212,903200
763,3900,903850,6212,903850
763,3900,904850,6212,904850
763,3900,905850,6212,905850
763,3900,906170,6212,906170
763,3900,906640,6212,906640
763,3900,906870,6212,906870
764,3908,914870,6212,914870
764,3908,915680,6212,915680
764,3908,916680,6212,916680
764,3908,917490,6212,917490
764,3908,918490,6212,918490
765,3916,919490,6212,919490
765,3916,920490,6212,920490
765,3916,921490,6212,921490
765,3916,922300,6212,922300
765,3916,923300,6212,923300
766,3918,924110,6212,924110
767,3920,925110,6212,925110
767,3920,925580,6212,925580
767,3920,926050,6212,926050
768,3922,927050,6212,927050
769,3926,927370,6212,927370
769,3926,927840,6212,927840
770,3928,928840,6212,928840
771,3930,929840,6212,929840
771,3930,930840,6212,930840
772,3938,931160,6212,931160
773,3946,931390,6212,931390
774,3954,932390,6212,932390
774,3954,933390,6212,933390
775,3956,934390,6212,934390
776,3958,935200,6212,935200
777,3960,936010,6212,936010
777,3960,937010,6212,937010
778,3968,937480,6212,937480
778,3968,938480,6212,938480
779,3970,938950,6212,938950
779,3970,939950,6212,939950
779,3970,940950,6212,940950
779,3970,941950,6212,941950
780,3974,942950,6212,942950
780,3974,943540,6212,943540
781,3982,944010,6212,944010
781,3982,944010,6212,944010
781,3982,944820,6212,944820
782,3990,944820,6212,944820
783,3992,944820,6212,944820
784,4000,948820,6212,948820
785,4008,949820,6212,949820
786,4016,951820,6212,951820
786,4016,952630,6212,952630
786,4016,953440,6212,953440
786,4016,954440,6212,954440
786,4016,954990,6212,954990
786,4016,955990,6212,955990
787,4024,956990,6212,956990
787,4024,957990,6212,957990
788,4026,958990,6212,958990
789,4028,959990,6212,959990
789,4028,960990,6212,960990
789,4028,961450,6212,961450
789,4028,962450,6212,962450
790,4030,962920,6212,962920
790,4030,963390,6212,963390
790,4030,964390,6212,964390
790,4030,965390,6212,965390
790,4030,966390,6212,966390
790,4030,967200,6212,967200
790,4030,967570,6212,967570
790,4030,968570,6212,968570
790,4030,968570,6212,968570
791,4038,969570,6212,969570
792,4042,970040,6212,970040
793,4050,971040,6212,971040
793,4050,971260,6212,971260
793,4050,972260,6212,972260
793,4050,973260,6212,973260
793,4050,973260,6212,973260
794,4058,974260,6212,974260
794,4058,975260,6212,975260
795,4060,976260,6212,976260
795,4060,977260,6212,977260
795,4060,978070,6212,978070
795,4060,979070,6212,979070
796,4068,980070,6212,980070
796,4068,981070,6212,981070
797,4070,982070,6212,982070
798,4078,983070,6212,983070
799,4086,984070,6212,984070
800,4094,984540,6212,984540
801,4096,985350,6212,985350
801,4096,985820,6212,985820
802,4098,986290,6212,986290
803,4106,987290,6212,987290
803,4106,987290,6212,987290
803,4106,987760,6212,987760
803,4106,988130,6212,988130
803,4106,989130,6212,989130
803,4106,989600,6212,989600
804,4107,990600,6212,990600
805,4115,991600,6212,991600
805,4115,991830,6212,991830
805,4115,992480,6212,992480
806,4117,992850,6212,992850
807,4119,993660,6212,993660
808,4121,994660,6212,994660
809,4129,995660,6212,995660
809,4129,996130,6212,996130
809,4129,997130,6212,997130
809,4129,997130,6212,997130
809,4129,998130,6212,998130
809,4129,999130,6212,999130
809,4129,999130,6212,999130
810,4131,999130,6212,999130
810,4131,999600,6212,999600
811,4133,1000600,6212,1000600
811,4133,1000920,6212,1000920
811,4133,1001150,6212,1001150
812,4135,1001310,6212,1001310
812,4135,1002310,6212,1002310
812,4135,1003310,6212,1003310
812,4135,1004310,6212,1004310
812,4135,1004310,6212,1004310
812,4135,1004780,6212,1004780
812,4135,1005590,6212,1005590
812,4135,1006180,6212,1006180
812,4135,1007180,6212,1007180
812,4135,1007830,6212,1007830
812,4135,1009830,6212,1009830
812,4135,1010830,6212,1010830
813,4137,1011830,6212,1011830
814,4139,1012830,6212,1012830
815,4147,1013830,6212,1013830
815,4147,1014830,6212,1014830
815,4147,1015830,6212,1015830
815,4147,1016830,6212,1016830
815,4147,1017150,6212,1017150
816,4155,1021150,6212,1021150
816,4155,1022150,6212,1022150
817,4157,1023150,6212,1023150
817,4157,1023800,6212,1023800
817,4157,1023800,6212,1023800
818,4165,1024800,6212,1024800
818,4165,1025800,6212,1025800
818,4165,1026610,6212,1026610
819,4167,1027420,6212,1027420
820,4175,1028420,6212,1028420
820,4175,1028420,6212,1028420
820,4175,1028890,6212,1028890
821,4183,1029890,6212,1029890
821,4183,1030120,6212,1030120
822,4185,1031120,6212,1031120
823,4193,1032120,6212,1032120
824,4201,1033120,6212,1033120
824,4201,1034120,6212,1034120
824,4201,1035120,6212,1035120
824,4201,1036120,6212,1036120
824,4201,1037120,6212,1037120
824,4201,1038120,6212,1038120
824,4201,1038120,6212,1038120
824,4201,1038120,6212,1038120
824,4201,1038930,6212,1038930
824,4201,1038930,6212,1038930
824,4201,1039740,6212,1039740
824,4201,1040740,6212,1040740
824,4201,1041740,6212,1041740
825,4203,1041740,6212,1041740
825,4203,1041900,6212,1041900
825,4203,1042220,6212,1042220
826,4205,1043220,6212,1043220
827,4213,1043220,6212,1043220
827,4213,1044220,6212,1044220
828,4215,1045220,6212,1045220
829,4217,1046220,6212,1046220
830,4219,1046540,6212,1046540
830,4219,1047540,6212,1047540
830,4219,1048540,6212,1048540
830,4219,1049350,6212,1049350
830,4219,1050350,6212,1050350
830,4219,1051160,6212,1051160
831,4221,1052160,6212,1052160
831,4221,1053160,6212,1053160
831,4221,1054160,6212,1054160
831,4221,1054810,6212,1054810
831,4221,1055810,6212,1055810
831,4221,1056620,6212,1056620
832,4229,1056620,6212,1056620
833,4231,1057270,6212,1057270
833,4231,1058270,6212,1058270
833,4231,1059270,6212,1059270
834,4233,1060270,6212,1060270
835,4241,1061270,6212,1061270
835,4241,1062080,6212,1062080
835,4241,1062550,6212,1062550
835,4241,1063550,6212,1063550
835,4241,1064550,6212,1064550
835,4241,1065360,6212,1065360
835,4241,1065360,6212,1065360
835,4241,1066360,6212,1066360
836,4243,1067170,6212,1067170
837,4245,1067720,6212,1067720
838,4253,1068040,6212,1068040
839,4255,1069040,6212,1069040
840,4263,1069040,6212,1069040
841,4265,1070040,6212,1070040
842,4273,1071040,6212,1071040
842,4273,1072040,6212,1072040
843,4281,1073040,6212,1073040
843,4281,1073510,6212,1073510
843,4281,1074510,6212,1074510
843,4281,1075510,6212,1075510
844,4289,1076320,6212,1076320
844,4289,1077320,6212,1077320
845,4297,1078320,6212,1078320
845,4297,1079130,6212,1079130
846,4305,1080130,6212,1080130
847,4307,1080130,6212,1080130
847,4307,1081130,6212,1081130
848,4315,1082130,6212,1082130
848,4315,1083130,6212,1083130
848,4315,1084130,6212,1084130
849,4319,1084600,6212,1084600
849,4319,1085600,6212,1085600
850,4327,1086250,6212,1086250
850,4327,1087250,6212,1087250
850,4327,1088250,6212,1088250
850,4327,1088570,6212,1088570
850,4327,1089380,6212,1089380
851,4329,1090380,6212,1090380
852,4337,1090380,6212,1090380
853,4345,1091380,6212,1091380
853,4345,1091380,6212,1091380
853,4345,1092380,6212,1092380
854,4353,1093190,6212,1093190
854,4353,1094190,6212,1094190
854,4353,1094190,6212,1094190
855,4361,1095190,6212,1095190
855,4361,1095660,6212,1095660
855,4361,1096470,6212,1096470
855,4361,1096470,6212,1096470
855,4361,1097470,6212,1097470
856,4369,1098470,6212,1098470
856,4369,1099280,6212,1099280
856,4369,1100090,6212,1100090
856,4369,1100740,6212,1100740
857,4377,1101550,6212,1101550
857,4377,1102360,6212,1102360
857,4377,1102360,6212,1102360
858,4385,1102360,6212,1102360
858,4385,1103360,6212,1103360
858,4385,1103360,6212,1103360
858,4385,1103680,6212,1103680
858,4385,1104680,6212,1104680
858,4385,1105680,6212,1105680
858,4385,1106680,6212,1106680
859,4389,1107490,6212,1107490
860,4397,1108490,6212,1108490
860,4397,1109080,6212,1109080
860,4397,1109080,6212,1109080
860,4397,1109080,6212,1109080
860,4397,1110080,6212,1110080
860,4397,1111080,6212,1111080
861,4405,1111080,6212,1111080
862,4407,1112080,6212,1112080
863,4415,1113080,6212,1113080
863,4415,1113450,6212,1113450
863,4415,1113680,6212,1113680
863,4415,1114680,6212,1114680
863,4415,1115680,6212,1115680
863,4415,1116490,6212,1116490
863,4415,1117140,6212,1117140
864,4423,1117140,6212,1117140
864,4423,1117950,6212,1117950
864,4423,1118760,6212,1118760
865,4425,1119760,6212,1119760
865,4425,1120130,6212,1120130
865,4425,1120130,6212,1120130
865,4425,1121130,6212,1121130
865,4425,1121600,6212,1121600
866,4427,1122600,6212,1122600
867,4429,1122600,6212,1122600
867,4429,1123600,6212,1123600
867,4429,1124600,6212,1124600
868,4437,1125600,6212,1125600
868,4437,1125920,6212,1125920
868,4437,1126920,6212,1126920
868,4437,1127920,6212,1127920
869,4445,1128920,6212,1128920
870,4447,1129730,6212,1129730
871,4449,1129950,6212,1129950
871,4449,1130270,6212,1130270
871,4449,1131080,6212,1131080
872,4451,1131550,6212,1131550
873,4459,1132550,6212,1132550
873,4459,1133550,6212,1133550
873,4459,1134020,6212,1134020
873,4459,1135020,6212,1135020
873,4459,1135490,6212,1135490
874,4467,1136490,6212,1136490
874,4467,1137490,6212,1137490
874,4467,1138300,6212,1138300
875,4469,1138770,6212,1138770
875,4469,1139580,6212,1139580
875,4469,1139900,6212,1139900
876,4471,1140710,6212,1140710
876,4471,1141710,6212,1141710
876,4471,1142520,6212,1142520
876,4471,1143520,6212,1143520
877,4473,1144520,6212,1144520
877,4473,1144740,6212,1144740
878,4481,1145740,6212,1145740
879,4483,1146550,6212,1146550
880,4491,1146920,6212,1146920
880,4491,1147030,6212,1147030
881,4495,1147030,6212,1147030
881,4495,1148030,6212,1148030
881,4495,1149030,6212,1149030
882,4503,1150030,6212,1150030
883,4505,1151030,6212,1151030
883,4505,1152030,6212,1152030
884,4507,1153030,6212,1153030
884,4507,1154030,6212,1154030
885,4515,1155030,6212,1155030
885,4515,1156030,6212,1156030
886,4519,1157030,6212,1157030
886,4519,1158030,6212,1158030
886,4519,1158500,6212,1158500
886,4519,1158820,6212,1158820
887,4527,1159630,6212,1159630
888,4535,1159630,6212,1159630
889,4543,1160280,6212,1160280
889,4543,1160280,6212,1160280
889,4543,1161280,6212,1161280
889,4543,1161280,6212,1161280
890,4545,1162280,6212,1162280
890,4545,1163280,6212,1163280
891,4553,1163600,6212,1163600
892,4561,1164250,6212,1164250
892,4561,1164840,6212,1164840
893,4563,1165650,6212,1165650
893,4563,1166120,6212,1166120
893,4563,1166930,6212,1166930
893,4563,1167250,6212,1167250
894,4565,1168250,6212,1168250
894,4565,1169250,6212,1169250
894,4565,1169620,6212,1169620
894,4565,1170090,6212,1170090
894,4565,1170900,6212,1170900
894,4565,1171120,6212,1171120
894,4565,1172120,6212,1172120
894,4565,1173120,6212,1173120
894,4565,1174120,6212,1174120
895,4567,1175120,6212,1175120
896,4568,1175120,6212,1175120
897,4570,1176120,6212,1176120
897,4570,1176930,6212,1176930
898,4578,1177930,6212,1177930
899,4580,1178250,6212,1178250
899,4580,1178720,6212,1178720
900,4582,1179720,6212,1179720
901,4590,1180720,6212,1180720
901,4590,1180720,6212,1180720
901,4590,1180720,6212,1180720
901,4590,1181370,6212,1181370
901,4590,1182370,6212,1182370
901,4590,1182920,6212,1182920
901,4590,1183730,6212,1183730
901,4590,1184730,6212,1184730
902,4598,1185730,6212,1185730
903,4606,1185730,6212,1185730
903,4606,1186380,6212,1186380
903,4606,1187380,6212,1187380
904,4614,1188380,6212,1188380
905,4616,1189380,6212,1189380
905,4616,1189700,6212,1189700
905,4616,1190170,6212,1190170
905,4616,1191170,6212,1191170
906,4618,1192170,6212,1192170
906,4618,1193170,6212,1193170
907,4620,1194170,6212,1194170
908,4622,1194170,6212,1194170
909,4630,1194170,6212,1194170
909,4630,1195170,6212,1195170
909,4630,1195980,6212,1195980
909,4630,1196790,6212,1196790
910,4638,1197790,6212,1197790
911,4646,1197790,6212,1197790
911,4646,1197790,6212,1197790
912,4648,1198790,6212,1198790
912,4648,1199110,6212,1199110
913,4650,1199430,6212,1199430
913,4650,1200430,6212,1200430
913,4650,1201240,6212,1201240
914,4652,1202240,6212,1202240
914,4652,1203240,6212,1203240
915,4660,1203710,6212,1203710
915,4660,1204520,6212,1204520
