ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_nodes,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-used_gpu_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-total_gpus,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_ae15-policy_DotProd1000demergemdac62-de_merge-gs_best-scmd_ac62-arrived_gpu_milli
421,954,802880,6212,802880
422,956,803880,6212,803880
422,956,804880,6212,804880
423,958,805690,6212,805690
423,958,806690,6212,806690
424,960,807690,6212,807690
424,960,808690,6212,808690
425,962,809690,6212,809690
425,962,810690,6212,810690
426,964,811690,6212,811690
426,964,812690,6212,812690
427,966,813500,6212,813500
427,966,813500,6212,813500
427,966,814500,6212,814500
428,968,815500,6212,815500
428,968,816500,6212,816500
428,968,816500,6212,816500
429,970,817500,6212,817500
429,970,817970,6212,817970
429,970,818970,6212,818970
430,972,819970,6212,819970
430,972,819970,6212,819970
430,972,820970,6212,820970
431,974,821970,6212,821970
431,974,822970,6212,822970
432,976,823970,6212,823970
432,976,824970,6212,824970
433,980,825200,6212,825200
434,982,826010,6212,826010
434,982,826820,6212,826820
435,984,827140,6212,827140
435,984,827610,6212,827610
435,984,828610,6212,828610
436,986,829610,6212,829610
436,986,830610,6212,830610
436,986,830830,6212,830830
436,986,831640,6212,831640
436,986,832640,6212,832640
436,986,833450,6212,833450
436,986,833560,6212,833560
437,988,834560,6212,834560
437,988,835210,6212,835210
437,988,836210,6212,836210
438,990,837210,6212,837210
438,990,838020,6212,838020
438,990,838490,6212,838490
438,990,838760,6212,838760
438,990,838990,6212,838990
439,992,839800,6212,839800
440,1000,847800,6212,847800
440,1000,848610,6212,848610
441,1002,849610,6212,849610
441,1002,850610,6212,850610
442,1004,851610,6212,851610
442,1004,852070,6212,852070
443,1006,853070,6212,853070
443,1006,853390,6212,853390
443,1006,853860,6212,853860
443,1006,854090,6212,854090
444,1008,855090,6212,855090
444,1008,855560,6212,855560
444,1008,855560,6212,855560
444,1008,856370,6212,856370
444,1008,857370,6212,857370
445,1010,858370,6212,858370
445,1010,859180,6212,859180
445,1010,860180,6212,860180
446,1012,860990,6212,860990
446,1012,861990,6212,861990
447,1014,862990,6212,862990
447,1014,863800,6212,863800
448,1018,864270,6212,864270
449,1020,865080,6212,865080
449,1020,866080,6212,866080
449,1020,867080,6212,867080
449,1020,868080,6212,868080
449,1020,868540,6212,868540
449,1020,869540,6212,869540
450,1022,870540,6212,870540
450,1022,871190,6212,871190
451,1026,871660,6212,871660
451,1026,872660,6212,872660
451,1026,873660,6212,873660
451,1026,874660,6212,874660
452,1028,875660,6212,875660
452,1028,876470,6212,876470
452,1028,876470,6212,876470
452,1028,876940,6212,876940
453,1030,877940,6212,877940
453,1030,878750,6212,878750
454,1032,879560,6212,879560
454,1032,880560,6212,880560
455,1034,881560,6212,881560
455,1034,882370,6212,882370
456,1036,882840,6212,882840
456,1036,883840,6212,883840
456,1036,884160,6212,884160
457,1038,885160,6212,885160
457,1038,885160,6212,885160
457,1038,885630,6212,885630
457,1038,886630,6212,886630
458,1040,887630,6212,887630
458,1040,887950,6212,887950
459,1042,888950,6212,888950
459,1042,889950,6212,889950
460,1044,890950,6212,890950
460,1044,891320,6212,891320
460,1044,891640,6212,891640
461,1046,892640,6212,892640
461,1046,893450,6212,893450
462,1048,894450,6212,894450
462,1048,895260,6212,895260
463,1050,896260,6212,896260
463,1050,897260,6212,897260
463,1050,897730,6212,897730
464,1052,898730,6212,898730
464,1052,898730,6212,898730
464,1052,899540,6212,899540
465,1054,900540,6212,900540
465,1054,901540,6212,901540
466,1056,902540,6212,902540
466,1056,903000,6212,903000
466,1056,903470,6212,903470
467,1058,904470,6212,904470
467,1058,905470,6212,905470
468,1060,905940,6212,905940
468,1060,906940,6212,906940
468,1060,907410,6212,907410
469,1062,908410,6212,908410
469,1062,909410,6212,909410
469,1062,909410,6212,909410
469,1062,909410,6212,909410
470,1064,910410,6212,910410
470,1064,910880,6212,910880
471,1066,911880,6212,911880
471,1066,912880,6212,912880
472,1068,913880,6212,913880
472,1068,914690,6212,914690
473,1070,915690,6212,915690
473,1070,916690,6212,916690
474,1072,917500,6212,917500
474,1072,917970,6212,917970
474,1072,918290,6212,918290
475,1074,919290,6212,919290
475,1074,920290,6212,920290
476,1076,921290,6212,921290
476,1076,921610,6212,921610
476,1076,922420,6212,922420
477,1078,924420,6212,924420
478,1080,925420,6212,925420
478,1080,926420,6212,926420
479,1082,927230,6212,927230
479,1082,928040,6212,928040
480,1084,929040,6212,929040
480,1084,930040,6212,930040
481,1086,930410,6212,930410
481,1086,931410,6212,931410
481,1086,931960,6212,931960
482,1088,932960,6212,932960
482,1088,933770,6212,933770
483,1090,934770,6212,934770
483,1090,935770,6212,935770
484,1092,936580,6212,936580
484,1092,937580,6212,937580
485,1094,938390,6212,938390
485,1094,939040,6212,939040
486,1096,939510,6212,939510
486,1096,940510,6212,940510
486,1096,940620,6212,940620
487,1098,941620,6212,941620
487,1098,942080,6212,942080
487,1098,942550,6212,942550
487,1098,942780,6212,942780
488,1100,943780,6212,943780
488,1100,944250,6212,944250
488,1100,944620,6212,944620
489,1102,945620,6212,945620
489,1102,946090,6212,946090
489,1102,946090,6212,946090
489,1102,946740,6212,946740
490,1104,947740,6212,947740
490,1104,948740,6212,948740
491,1106,949740,6212,949740
491,1106,950740,6212,950740
492,1108,951740,6212,951740
492,1108,952740,6212,952740
493,1110,953740,6212,953740
493,1110,954210,6212,954210
494,1112,955210,6212,955210
494,1112,956210,6212,956210
494,1112,956680,6212,956680
494,1112,957000,6212,957000
495,1116,957470,6212,957470
495,1116,958470,6212,958470
495,1116,958930,6212,958930
495,1116,959930,6212,959930
495,1116,960930,6212,960930
496,1118,961930,6212,961930
496,1118,962930,6212,962930
497,1120,963740,6212,963740
497,1120,964740,6212,964740
498,1122,965740,6212,965740
498,1122,966740,6212,966740
499,1124,967740,6212,967740
499,1124,967740,6212,967740
499,1124,967970,6212,967970
499,1124,968780,6212,968780
499,1124,969000,6212,969000
500,1126,970000,6212,970000
500,1126,971000,6212,971000
501,1128,972000,6212,972000
501,1128,973000,6212,973000
502,1130,974000,6212,974000
502,1130,975000,6212,975000
503,1132,976000,6212,976000
503,1132,977000,6212,977000
504,1134,978000,6212,978000
504,1134,979000,6212,979000
505,1136,979810,6212,979810
505,1136,980180,6212,980180
505,1136,980650,6212,980650
505,1136,980650,6212,980650
506,1138,981650,6212,981650
506,1138,982650,6212,982650
507,1140,983650,6212,983650
507,1140,984650,6212,984650
508,1142,985460,6212,985460
508,1142,986460,6212,986460
509,1144,987460,6212,987460
509,1144,988460,6212,988460
510,1146,989460,6212,989460
510,1146,990460,6212,990460
511,1150,991010,6212,991010
511,1150,991010,6212,991010
512,1152,991820,6212,991820
512,1152,992630,6212,992630
513,1154,993630,6212,993630
513,1154,994440,6212,994440
513,1154,995440,6212,995440
513,1154,995440,6212,995440
513,1154,996440,6212,996440
513,1154,996760,6212,996760
513,1154,997760,6212,997760
514,1156,998760,6212,998760
514,1156,998760,6212,998760
514,1156,999760,6212,999760
515,1160,1000310,6212,1000310
515,1160,1000630,6212,1000630
516,1162,1001440,6212,1001440
516,1162,1002440,6212,1002440
517,1164,1003440,6212,1003440
517,1164,1003910,6212,1003910
517,1164,1003910,6212,1003910
518,1166,1004560,6212,1004560
518,1166,1005560,6212,1005560
518,1166,1006560,6212,1006560
518,1166,1007560,6212,1007560
518,1166,1008560,6212,1008560
518,1166,1008880,6212,1008880
519,1168,1009880,6212,1009880
519,1168,1010690,6212,1010690
520,1170,1011500,6212,1011500
520,1170,1012310,6212,1012310
520,1170,1012780,6212,1012780
521,1172,1013780,6212,1013780
521,1172,1014590,6212,1014590
522,1174,1015590,6212,1015590
522,1174,1016590,6212,1016590
523,1176,1017590,6212,1017590
523,1176,1018590,6212,1018590
524,1178,1019400,6212,1019400
524,1178,1019720,6212,1019720
524,1178,1020720,6212,1020720
525,1180,1021190,6212,1021190
525,1180,1022190,6212,1022190
525,1180,1022190,6212,1022190
526,1182,1023190,6212,1023190
526,1182,1024190,6212,1024190
526,1182,1024410,6212,1024410
527,1184,1024960,6212,1024960
527,1184,1025960,6212,1025960
528,1186,1026430,6212,1026430
528,1186,1027430,6212,1027430
529,1188,1027980,6212,1027980
529,1188,1027980,6212,1027980
529,1188,1028210,6212,1028210
529,1188,1028580,6212,1028580
529,1188,1029040,6212,1029040
529,1188,1029200,6212,1029200
529,1188,1030200,6212,1030200
530,1190,1031200,6212,1031200
530,1190,1031660,6212,1031660
530,1190,1031890,6212,1031890
531,1192,1032890,6212,1032890
531,1192,1033050,6212,1033050
531,1192,1033370,6212,1033370
531,1192,1034370,6212,1034370
531,1192,1034690,6212,1034690
532,1194,1035690,6212,1035690
532,1194,1036690,6212,1036690
533,1196,1037690,6212,1037690
533,1196,1038690,6212,1038690
534,1198,1039690,6212,1039690
534,1198,1040690,6212,1040690
535,1200,1041690,6212,1041690
535,1200,1042690,6212,1042690
535,1200,1043010,6212,1043010
536,1202,1043660,6212,1043660
536,1202,1044660,6212,1044660
537,1204,1045660,6212,1045660
537,1204,1046660,6212,1046660
538,1206,1047660,6212,1047660
538,1206,1048660,6212,1048660
539,1210,1052660,6212,1052660
540,1212,1053660,6212,1053660
540,1212,1054660,6212,1054660
541,1214,1055310,6212,1055310
541,1214,1055780,6212,1055780
541,1214,1056250,6212,1056250
542,1216,1057250,6212,1057250
542,1216,1058250,6212,1058250
543,1218,1059250,6212,1059250
543,1218,1060250,6212,1060250
544,1220,1061060,6212,1061060
544,1220,1062060,6212,1062060
545,1222,1063060,6212,1063060
545,1222,1063870,6212,1063870
546,1224,1064870,6212,1064870
546,1224,1065680,6212,1065680
547,1226,1066150,6212,1066150
547,1226,1067150,6212,1067150
548,1228,1068150,6212,1068150
548,1228,1069150,6212,1069150
549,1230,1069700,6212,1069700
549,1230,1070700,6212,1070700
550,1232,1071290,6212,1071290
550,1232,1071610,6212,1071610
550,1232,1072080,6212,1072080
550,1232,1072080,6212,1072080
550,1232,1072630,6212,1072630
550,1232,1073000,6212,1073000
550,1232,1073160,6212,1073160
551,1234,1074160,6212,1074160
551,1234,1075160,6212,1075160
552,1236,1075970,6212,1075970
552,1236,1076970,6212,1076970
553,1238,1077780,6212,1077780
553,1238,1078780,6212,1078780
554,1240,1079780,6212,1079780
554,1240,1080250,6212,1080250
555,1242,1081060,6212,1081060
555,1242,1082060,6212,1082060
556,1244,1083060,6212,1083060
556,1244,1083520,6212,1083520
556,1244,1083520,6212,1083520
556,1244,1083520,6212,1083520
556,1244,1084520,6212,1084520
557,1246,1085110,6212,1085110
557,1246,1085110,6212,1085110
557,1246,1085340,6212,1085340
558,1254,1085560,6212,1085560
558,1254,1085560,6212,1085560
558,1254,1086370,6212,1086370
559,1256,1087370,6212,1087370
559,1256,1088370,6212,1088370
560,1258,1089370,6212,1089370
560,1258,1090370,6212,1090370
561,1260,1091370,6212,1091370
561,1260,1091850,6212,1091850
562,1262,1092850,6212,1092850
562,1262,1092960,6212,1092960
562,1262,1093960,6212,1093960
563,1264,1094770,6212,1094770
563,1264,1094770,6212,1094770
563,1264,1095770,6212,1095770
564,1266,1096770,6212,1096770
564,1266,1097770,6212,1097770
565,1268,1098580,6212,1098580
565,1268,1099580,6212,1099580
566,1270,1100580,6212,1100580
566,1270,1101580,6212,1101580
567,1272,1102580,6212,1102580
567,1272,1103230,6212,1103230
568,1274,1104230,6212,1104230
568,1274,1104690,6212,1104690
568,1274,1105340,6212,1105340
568,1274,1105340,6212,1105340
569,1276,1106150,6212,1106150
569,1276,1106800,6212,1106800
569,1276,1107030,6212,1107030
570,1278,1108030,6212,1108030
570,1278,1109030,6212,1109030
570,1278,1110030,6212,1110030
570,1278,1110030,6212,1110030
570,1278,1111030,6212,1111030
571,1280,1111840,6212,1111840
571,1280,1112840,6212,1112840
571,1280,1113060,6212,1113060
572,1282,1113870,6212,1113870
572,1282,1114340,6212,1114340
573,1284,1115340,6212,1115340
573,1284,1116150,6212,1116150
574,1286,1117150,6212,1117150
574,1286,1118150,6212,1118150
574,1286,1118470,6212,1118470
574,1286,1118930,6212,1118930
575,1288,1119740,6212,1119740
575,1288,1120740,6212,1120740
576,1290,1121740,6212,1121740
576,1290,1122210,6212,1122210
577,1292,1123210,6212,1123210
577,1292,1124210,6212,1124210
578,1294,1125210,6212,1125210
578,1294,1125210,6212,1125210
578,1294,1125680,6212,1125680
578,1294,1126150,6212,1126150
578,1294,1126620,6212,1126620
579,1296,1127620,6212,1127620
579,1296,1128620,6212,1128620
580,1298,1129620,6212,1129620
580,1298,1130620,6212,1130620
581,1300,1131090,6212,1131090
581,1300,1132090,6212,1132090
581,1300,1132560,6212,1132560
582,1302,1133560,6212,1133560
582,1302,1134560,6212,1134560
583,1304,1135560,6212,1135560
583,1304,1135560,6212,1135560
583,1304,1136370,6212,1136370
584,1306,1137180,6212,1137180
584,1306,1138180,6212,1138180
585,1308,1138990,6212,1138990
585,1308,1139450,6212,1139450
586,1310,1140260,6212,1140260
586,1310,1140850,6212,1140850
587,1312,1141850,6212,1141850
587,1312,1142660,6212,1142660
588,1314,1143660,6212,1143660
588,1314,1144660,6212,1144660
589,1316,1145310,6212,1145310
589,1316,1146310,6212,1146310
589,1316,1146470,6212,1146470
589,1316,1146630,6212,1146630
590,1318,1147630,6212,1147630
590,1318,1147950,6212,1147950
590,1318,1148760,6212,1148760
591,1320,1149570,6212,1149570
591,1320,1150040,6212,1150040
591,1320,1151040,6212,1151040
591,1320,1151360,6212,1151360
591,1320,1151360,6212,1151360
591,1320,1151680,6212,1151680
592,1322,1152680,6212,1152680
592,1322,1153680,6212,1153680
593,1324,1154680,6212,1154680
593,1324,1155490,6212,1155490
594,1326,1156300,6212,1156300
594,1326,1157300,6212,1157300
595,1328,1158300,6212,1158300
595,1328,1158300,6212,1158300
595,1328,1159300,6212,1159300
596,1330,1160110,6212,1160110
596,1330,1160580,6212,1160580
597,1332,1161580,6212,1161580
597,1332,1162390,6212,1162390
598,1334,1163390,6212,1163390
598,1334,1164390,6212,1164390
599,1336,1165390,6212,1165390
599,1336,1166390,6212,1166390
599,1336,1166850,6212,1166850
600,1338,1167850,6212,1167850
600,1338,1168500,6212,1168500
601,1340,1168970,6212,1168970
601,1340,1169440,6212,1169440
601,1340,1170250,6212,1170250
601,1340,1170250,6212,1170250
602,1342,1171250,6212,1171250
602,1342,1172250,6212,1172250
603,1344,1173250,6212,1173250
603,1344,1174250,6212,1174250
604,1346,1175250,6212,1175250
604,1346,1176250,6212,1176250
605,1348,1177060,6212,1177060
605,1348,1177530,6212,1177530
606,1356,1178340,6212,1178340
606,1356,1178660,6212,1178660
606,1356,1179660,6212,1179660
606,1356,1179890,6212,1179890
606,1356,1180890,6212,1180890
606,1356,1181890,6212,1181890
606,1356,1182890,6212,1182890
606,1356,1183890,6212,1183890
606,1356,1184890,6212,1184890
606,1356,1185360,6212,1185360
606,1356,1185830,6212,1185830
607,1364,1186480,6212,1186480
608,1372,1187290,6212,1187290
608,1372,1188100,6212,1188100
608,1372,1188560,6212,1188560
608,1372,1189560,6212,1189560
608,1372,1190370,6212,1190370
608,1372,1191020,6212,1191020
608,1372,1191830,6212,1191830
608,1372,1192300,6212,1192300
608,1372,1193300,6212,1193300
608,1372,1194300,6212,1194300
608,1372,1195300,6212,1195300
608,1372,1196300,6212,1196300
608,1372,1197300,6212,1197300
608,1372,1198300,6212,1198300
608,1372,1199300,6212,1199300
608,1372,1200300,6212,1200300
608,1372,1200890,6212,1200890
609,1380,1201700,6212,1201700
609,1380,1202700,6212,1202700
609,1380,1203700,6212,1203700
609,1380,1204020,6212,1204020
609,1380,1205020,6212,1205020
609,1380,1206020,6212,1206020
609,1380,1206240,6212,1206240
609,1380,1207240,6212,1207240
609,1380,1208240,6212,1208240
609,1380,1208610,6212,1208610
610,1388,1209080,6212,1209080
610,1388,1210080,6212,1210080
610,1388,1211080,6212,1211080
610,1388,1211730,6212,1211730
610,1388,1212190,6212,1212190
610,1388,1213190,6212,1213190
611,1396,1213660,6212,1213660
612,1404,1214470,6212,1214470
612,1404,1214790,6212,1214790
612,1404,1215790,6212,1215790
612,1404,1216790,6212,1216790
612,1404,1217790,6212,1217790
612,1404,1218790,6212,1218790
612,1404,1218790,6212,1218790
612,1404,1219260,6212,1219260
612,1404,1220260,6212,1220260
612,1404,1220580,6212,1220580
612,1404,1221580,6212,1221580
612,1404,1222580,6212,1222580
612,1404,1223050,6212,1223050
612,1404,1223510,6212,1223510
612,1404,1223670,6212,1223670
612,1404,1223990,6212,1223990
612,1404,1224990,6212,1224990
612,1404,1225800,6212,1225800
613,1412,1226800,6212,1226800
613,1412,1227270,6212,1227270
613,1412,1227750,6212,1227750
613,1412,1228750,6212,1228750
613,1412,1229560,6212,1229560
613,1412,1230560,6212,1230560
613,1412,1230720,6212,1230720
613,1412,1231720,6212,1231720
613,1412,1232530,6212,1232530
613,1412,1233000,6212,1233000
613,1412,1233320,6212,1233320
613,1412,1234320,6212,1234320
614,1420,1234780,6212,1234780
614,1420,1235780,6212,1235780
614,1420,1236590,6212,1236590
614,1420,1237590,6212,1237590
614,1420,1238400,6212,1238400
614,1420,1239400,6212,1239400
614,1420,1240050,6212,1240050
614,1420,1240640,6212,1240640
614,1420,1241110,6212,1241110
615,1428,1241760,6212,1241760
615,1428,1242760,6212,1242760
615,1428,1242980,6212,1242980
615,1428,1243980,6212,1243980
615,1428,1244140,6212,1244140
615,1428,1245140,6212,1245140
615,1428,1246140,6212,1246140
615,1428,1247140,6212,1247140
615,1428,1248140,6212,1248140
615,1428,1249140,6212,1249140
616,1436,1249950,6212,1249950
616,1436,1250420,6212,1250420
616,1436,1251230,6212,1251230
616,1436,1252230,6212,1252230
616,1436,1253230,6212,1253230
616,1436,1254230,6212,1254230
616,1436,1255230,6212,1255230
616,1436,1256230,6212,1256230
617,1444,1257230,6212,1257230
617,1444,1258040,6212,1258040
617,1444,1258850,6212,1258850
617,1444,1259850,6212,1259850
617,1444,1260850,6212,1260850
617,1444,1261660,6212,1261660
617,1444,1262660,6212,1262660
617,1444,1263130,6212,1263130
617,1444,1263940,6212,1263940
618,1452,1264940,6212,1264940
618,1452,1265940,6212,1265940
618,1452,1266940,6212,1266940
618,1452,1267940,6212,1267940
618,1452,1268940,6212,1268940
618,1452,1268940,6212,1268940
618,1452,1269260,6212,1269260
618,1452,1269420,6212,1269420
618,1452,1270420,6212,1270420
618,1452,1271420,6212,1271420
618,1452,1271580,6212,1271580
618,1452,1272230,6212,1272230
619,1460,1273230,6212,1273230
619,1460,1274230,6212,1274230
619,1460,1275230,6212,1275230
619,1460,1276230,6212,1276230
619,1460,1277230,6212,1277230
619,1460,1278230,6212,1278230
619,1460,1279230,6212,1279230
619,1460,1279880,6212,1279880
620,1468,1280690,6212,1280690
620,1468,1281060,6212,1281060
620,1468,1282060,6212,1282060
620,1468,1283060,6212,1283060
620,1468,1284060,6212,1284060
620,1468,1284710,6212,1284710
620,1468,1285520,6212,1285520
620,1468,1286520,6212,1286520
620,1468,1286990,6212,1286990
621,1476,1287640,6212,1287640
621,1476,1287870,6212,1287870
621,1476,1288680,6212,1288680
621,1476,1289680,6212,1289680
621,1476,1290150,6212,1290150
621,1476,1290960,6212,1290960
621,1476,1291960,6212,1291960
621,1476,1292960,6212,1292960
621,1476,1293770,6212,1293770
